Date,Open,Delta,FractionalIncrease,High,Low,Positive
2016-11-17,80.74600000000001,-2.171999999999983,-0.026194553655418402,83.101,79.688,False
2016-11-25,80.47399999999999,-0.2720000000000198,-0.003368587917667993,80.968,79.232,False
2016-12-01,79.718,-0.755999999999986,-0.00939433854412588,80.94800000000001,79.766,False
2016-12-08,81.25,1.5319999999999965,0.019217742542462134,81.725,78.718,True
2016-12-15,81.59899999999999,0.34899999999998954,0.004295384615384487,83.14,80.938,True
2016-12-22,81.453,-0.14599999999998658,-0.0017892376132058801,82.539,81.074,False
2016-12-29,81.685,0.23199999999999932,0.0028482683265195793,82.59700000000001,81.327,True
2017-01-05,81.851,0.16599999999999682,0.0020321968537674825,82.037,80.968,True
2017-01-12,81.171,-0.6799999999999926,-0.008307778768738228,82.836,80.71600000000001,False
2017-01-19,82.713,1.5419999999999874,0.018996932401966062,83.368,80.842,True
2017-01-26,85.147,2.4340000000000117,0.029427054997400795,85.98299999999999,82.37200000000001,True
2017-02-02,85.626,0.4789999999999992,0.005625565199008763,85.675,84.072,True
2017-02-09,86.25200000000001,0.6260000000000048,0.007310863522761834,86.34899999999999,85.15700000000001,True
2017-02-16,88.861,2.6089999999999947,0.03024857394611133,89.086,85.255,True
2017-02-23,89.535,0.6739999999999924,0.007584879756023366,89.72200000000001,88.402,True
2017-03-02,89.331,-0.20399999999999352,-0.002278438599430318,89.809,88.02,False
2017-03-09,88.09899999999999,-1.2320000000000135,-0.013791404999384463,89.51,87.56200000000001,False
2017-03-16,89.37,1.271000000000015,0.014426951497747025,89.70200000000001,88.055,True
2017-03-23,88.852,-0.5180000000000007,-0.005796128454738734,89.916,88.695,False
2017-03-30,88.45100000000001,-0.40099999999999625,-0.004513122946022557,89.38799999999999,88.089,False
2017-04-06,87.738,-0.7130000000000081,-0.008060960305706074,88.51700000000001,87.395,False
2017-04-13,88.01,0.27200000000000557,0.003100139050354528,88.37299999999999,86.74,True
2017-04-20,88.34,0.3299999999999983,0.0037495739120554285,89.07799999999999,87.756,True
2017-04-27,86.25200000000001,-2.087999999999994,-0.0236359520036223,88.881,86.281,False
2017-05-04,85.53299999999999,-0.7190000000000225,-0.008336038584612791,86.902,84.59700000000001,False
2017-05-11,85.29700000000001,-0.23599999999997578,-0.002759168975716692,85.917,84.82700000000001,False
2017-05-18,84.87299999999999,-0.4240000000000208,-0.004970866501752943,85.681,84.57700000000001,False
2017-05-25,85.26700000000001,0.39400000000001967,0.004642230155644548,85.336,84.223,True
2017-06-01,86.685,1.4179999999999922,0.01663011481581376,87.01,85.23700000000001,True
2017-06-08,87.236,0.5510000000000019,0.006356347695679782,87.62,86.045,True
2017-06-15,86.89299999999999,-0.34300000000001774,-0.003931862992342814,87.454,86.035,False
2017-06-22,87.917,1.0240000000000151,0.011784608656623839,88.84200000000001,86.89200000000001,True
2017-06-29,86.685,-1.2319999999999993,-0.014013217011499475,88.43799999999999,86.92200000000001,False
2017-07-06,86.321,-0.3640000000000043,-0.004199111726365627,86.882,85.611,False
2017-07-13,85.455,-0.8659999999999997,-0.010032321219633688,86.616,84.99600000000001,False
2017-07-20,87.663,2.2079999999999984,0.025838160435316816,87.75200000000001,85.189,True
2017-07-27,89.618,1.9549999999999983,0.02230131298267226,88.755,87.15700000000001,True
2017-08-03,90.184,0.5660000000000025,0.006315695507598948,91.04799999999999,88.338,True
2017-08-10,91.177,0.9930000000000092,0.01101082231881497,91.256,89.84700000000001,True
2017-08-17,91.713,0.5359999999999872,0.0058786755431741245,92.259,90.571,True
2017-08-24,91.75200000000001,0.03900000000001569,0.0004252396061628743,92.26899999999999,91.167,True
2017-08-31,91.20700000000001,-0.5450000000000017,-0.005939925015258541,92.169,90.978,False
2017-09-07,92.05,0.8429999999999893,0.009242711633975345,92.219,91.15700000000001,True
2017-09-14,92.537,0.487000000000009,0.005290602933188582,93.48899999999999,91.64299999999999,True
2017-09-21,93.45,0.9129999999999967,0.009866323740773925,93.96600000000001,92.13,True
2017-09-28,90.184,-3.2660000000000053,-0.03494917067950781,93.79700000000001,89.66799999999999,False
2017-10-05,91.802,1.6180000000000092,0.01794109819923722,92.105,89.956,True
2017-10-12,90.73,-1.0720000000000027,-0.01167730550532671,92.348,89.19200000000001,False
2017-10-19,91.7,0.9699999999999989,0.01069106139094014,92.814,90.71,True
2017-10-26,87.19,-4.510000000000005,-0.04918211559432939,91.99,86.28,False
2017-11-02,86.78,-0.4099999999999966,-0.004702374125473066,87.77,85.72,False
2017-11-09,87.35,0.5699999999999932,0.0065683337174463376,87.6,85.42,True
