Date,Open,Delta,High,Low,Positive
2016-11-14,81.413,0.37699999999999534,83.339,80.618,True
2016-11-21,80.798,-0.6149999999999949,81.611,76.72800000000001,False
2016-11-28,79.237,-1.561000000000007,81.345,78.53,False
2016-12-05,76.223,-3.013999999999996,79.585,74.77,False
2016-12-12,78.57,2.346999999999994,79.505,76.14399999999999,True
2016-12-19,77.625,-0.9449999999999932,79.962,77.5,False
2016-12-27,77.854,0.2289999999999992,78.182,76.78,True
2017-01-03,78.34100000000001,0.487000000000009,78.429,77.52,True
2017-01-09,81.843,3.5019999999999953,82.051,78.072,True
2017-01-17,80.331,-1.5120000000000005,82.01100000000001,80.082,False
2017-01-23,81.266,0.9350000000000023,81.843,80.331,True
2017-01-30,83.025,1.7590000000000003,83.822,81.066,True
2017-02-06,85.61200000000001,2.5870000000000033,86.359,81.13600000000001,True
2017-02-13,85.742,0.12999999999999545,85.89,84.429,True
2017-02-21,87.21,1.4679999999999893,87.38,85.54299999999999,True
2017-02-27,88.01799999999999,0.8079999999999927,88.18700000000001,86.87200000000001,True
2017-03-06,88.227,0.2090000000000174,88.835,87.455,True
2017-03-13,89.493,1.2659999999999911,89.552,87.96799999999999,True
2017-03-20,89.98100000000001,0.48800000000001376,90.319,88.934,True
2017-03-27,88.008,-1.9730000000000132,91.735,87.54899999999999,False
2017-04-03,88.835,0.8269999999999982,89.11399999999999,87.76799999999999,True
2017-04-10,88.316,-0.5189999999999912,89.891,88.09700000000001,False
2017-04-17,88.785,0.4689999999999941,89.46799999999999,87.698,True
2017-04-24,91.835,3.049999999999997,92.48299999999999,88.446,True
2017-05-01,90.977,-0.8579999999999899,92.18299999999999,90.669,False
2017-05-08,91.735,0.7579999999999956,92.661,90.82799999999999,True
2017-05-15,92.413,0.6779999999999973,92.463,91.20700000000001,True
2017-05-22,92.37700000000001,-0.03599999999998715,93.404,91.209,False
2017-05-30,94.50299999999999,2.1259999999999764,95.22200000000001,92.277,True
2017-06-05,96.16,1.6570000000000107,96.031,94.184,True
2017-06-12,93.535,-2.625,96.44,93.555,False
2017-06-19,94.59299999999999,1.0579999999999927,95.84100000000001,92.646,True
2017-06-26,95.641,1.048000000000016,95.492,93.71600000000001,True
2017-07-03,94.22399999999999,-1.4170000000000158,96.24,93.625,False
2017-07-10,93.994,-0.22999999999998977,94.25399999999999,93.036,False
2017-07-17,96.949,2.9549999999999983,97.209,93.994,True
2017-07-24,99.385,2.436000000000007,100.32,96.43,True
2017-07-31,99.335,-0.05000000000001137,101.01,98.34700000000001,False
2017-08-07,100.75,1.4150000000000063,101.17,98.976,True
2017-08-14,100.81,0.060000000000002274,101.55,99.265,True
2017-08-21,102.62,1.8100000000000023,103.93,100.58,True
2017-08-28,103.65,1.0300000000000011,104.2,102.33,True
2017-09-05,103.4,-0.25,104.19,102.64,False
2017-09-11,105.48,2.0799999999999983,105.44,102.26,True
2017-09-18,105.35,-0.13000000000000966,106.835,104.95,False
2017-09-25,105.5,0.15000000000000568,105.93,104.461,True
2017-10-02,105.54,0.04000000000000625,105.652,102.75,True
2017-10-09,106.81,1.269999999999996,106.96,104.898,True
2017-10-16,108.79,1.980000000000004,109.1,106.7,True
2017-10-23,108.05,-0.7400000000000091,109.05,106.9,False
2017-10-30,109.67,1.6200000000000045,110.74,105.055,True
2017-11-06,111.36,1.6899999999999977,111.42,108.66,True
