Date,Open,Delta,High,Low,Positive
2016-11-14,771.76,-23.190000000000055,816.04,765.54,False
2016-11-21,778.1,6.340000000000032,791.29,743.59,True
2016-11-28,778.35,0.25,793.77,772.65,True
2016-12-05,770.0,-8.350000000000023,799.74,753.36,False
2016-12-12,804.82,34.82000000000005,809.95,766.9689999999999,True
2016-12-19,809.28,4.459999999999923,824.3,804.5310000000001,True
2016-12-27,808.68,-0.6000000000000227,816.49,804.5,False
2017-01-03,800.62,-8.059999999999945,816.0,789.62,False
2017-01-09,826.37,25.75,828.96,796.89,True
2017-01-17,830.0,3.6299999999999955,834.65,821.01,True
2017-01-23,831.61,1.6100000000000136,833.0,823.2,True
2017-01-30,837.06,5.449999999999932,867.0,828.7,True
2017-02-06,820.92,-16.139999999999986,837.23,812.051,False
2017-02-13,837.7,16.780000000000086,837.15,814.29,True
2017-02-21,847.99,10.289999999999964,846.94,835.83,True
2017-02-27,844.95,-3.0399999999999636,853.79,842.5,False
2017-03-06,846.86,1.9099999999999682,858.0,841.442,True
2017-03-13,865.68,18.819999999999936,864.2289999999999,841.17,True
2017-03-20,869.48,3.800000000000068,874.42,860.13,True
2017-03-27,828.09,-41.389999999999986,873.47,829.1,False
2017-04-03,848.75,20.659999999999968,852.0,824.3,True
2017-04-10,841.54,-7.210000000000036,860.59,837.3,False
2017-04-17,841.38,-0.15999999999996817,846.737,834.6,False
2017-04-24,868.44,27.06000000000006,863.93,841.03,True
2017-05-01,924.15,55.70999999999992,935.9,866.11,True
2017-05-08,947.45,23.300000000000068,959.14,920.8,True
2017-05-15,955.29,7.839999999999918,962.2,947.395,True
2017-05-22,957.0,1.7100000000000364,965.8960000000001,940.06,True
2017-05-30,992.5,35.5,996.39,956.56,True
2017-06-05,997.89,5.389999999999986,999.6,981.29,True
2017-06-12,958.72,-39.16999999999996,1008.61,953.37,False
2017-06-19,969.65,10.92999999999995,979.7,936.795,True
2017-06-26,990.0,20.350000000000023,986.62,968.2,True
2017-07-03,933.22,-56.77999999999997,993.99,929.6,False
2017-07-10,941.95,8.730000000000018,944.66,915.31,True
2017-07-17,976.32,34.370000000000005,978.7,941.95,True
2017-07-24,994.1,17.779999999999973,998.68,970.8,True
2017-07-31,960.0,-34.10000000000002,1006.19,937.06,False
2017-08-07,947.52,-12.480000000000018,961.193,932.5210000000001,False
2017-08-14,939.07,-8.449999999999932,952.49,921.22,False
2017-08-21,925.77,-13.300000000000068,949.9,923.45,False
2017-08-28,931.88,6.110000000000014,946.31,918.6,True
2017-09-05,946.86,14.980000000000018,958.33,919.31,True
2017-09-11,947.2,0.34000000000003183,951.385,932.68,True
2017-09-18,935.01,-12.190000000000055,952.85,931.25,False
2017-09-25,939.45,4.440000000000055,952.8,925.4,True
2017-10-02,975.65,36.19999999999993,975.81,924.51,True
2017-10-09,995.0,19.350000000000023,994.26,961.95,True
2017-10-16,1009.63,14.629999999999995,1014.76,981.11,True
2017-10-23,1005.18,-4.4500000000000455,1016.31,997.3,False
2017-10-30,1029.16,23.980000000000132,1063.62,977.08,True
2017-11-06,1049.1,19.939999999999827,1050.66,1022.33,True
