Date,Open,Delta,FractionalIncrease,High,Low,Positive
2016-11-17,30.798000000000002,-1.2609999999999957,-0.03933372843819195,32.55,30.673000000000002,False
2016-11-25,30.403000000000002,-0.3949999999999996,-0.012825508149879847,30.904,29.471,False
2016-12-01,31.029,0.6259999999999977,0.020590073348024786,31.14,30.307,True
2016-12-08,29.673000000000002,-1.355999999999998,-0.043701053852847276,31.029,29.447,False
2016-12-15,31.395,1.7219999999999978,0.058032554847841394,32.039,29.355,True
2016-12-22,31.068,-0.3269999999999982,-0.010415671285236445,31.721,31.105999999999998,False
2016-12-29,31.164,0.09600000000000009,0.0030899961375048307,31.480999999999998,30.837,True
2017-01-05,32.107,0.9429999999999978,0.030259273520728977,32.089,31.087,True
2017-01-12,31.298000000000002,-0.8089999999999975,-0.025196997539477295,32.424,31.174,False
2017-01-19,30.846999999999998,-0.45100000000000406,-0.014409866445140394,31.539,30.576999999999998,False
2017-01-26,30.211,-0.6359999999999992,-0.02061788828735369,30.904,29.73,False
2017-02-02,30.587,0.3760000000000012,0.012445797888186463,30.801,29.763,True
2017-02-09,31.355,0.7680000000000007,0.025108706313139592,31.443,30.441999999999997,True
2017-02-16,32.512,1.157,0.03690001594642003,32.638000000000005,31.326,True
2017-02-23,32.755,0.2430000000000021,0.0074741633858268364,32.939,32.289,True
2017-03-02,33.494,0.7389999999999972,0.02256144100137375,33.561,32.638000000000005,True
2017-03-09,32.929,-0.5649999999999977,-0.016868692900220868,33.775,32.775,False
2017-03-16,33.601,0.671999999999997,0.02040754350268751,33.727,32.832,True
2017-03-23,33.357,-0.24399999999999977,-0.0072616886402190346,33.658,33.036,False
2017-03-30,33.23,-0.12700000000000244,-0.0038072968192583998,33.591,32.794000000000004,False
2017-04-06,33.183,-0.046999999999997044,-0.0014143845922358425,33.551,33.096,False
2017-04-13,32.929,-0.2539999999999978,-0.007654521893740704,33.387,32.765,False
2017-04-20,32.687,-0.24200000000000443,-0.007349145130432276,33.096,32.609,False
2017-04-27,33.007,0.3200000000000003,0.009789824700951457,33.076,32.531,True
2017-05-04,32.501999999999995,-0.5050000000000026,-0.015299784894113449,33.066,31.958000000000002,False
2017-05-11,32.375,-0.12699999999999534,-0.003907451849116834,32.677,32.287,False
2017-05-18,31.6,-0.7749999999999986,-0.023938223938223896,32.561,31.609,False
2017-05-25,31.463,-0.13700000000000045,-0.004335443037974698,31.895,31.374000000000002,False
2017-06-01,32.061,0.597999999999999,0.019006452023011124,32.179,31.374000000000002,True
2017-06-08,31.463,-0.597999999999999,-0.018651944730357722,32.266999999999996,31.305,False
2017-06-15,32.010999999999996,0.5479999999999947,0.01741728379366223,32.503,31.08,True
2017-06-22,33.318000000000005,1.3070000000000093,0.040829714785542766,33.459,31.953000000000003,True
2017-06-29,33.17,-0.14800000000000324,-0.0044420433399364675,33.836999999999996,33.022,False
2017-07-06,33.013000000000005,-0.15699999999999648,-0.004733192643955275,33.336,32.748000000000005,False
2017-07-13,32.601,-0.41200000000000614,-0.012479932147941904,33.042,32.405,False
2017-07-20,32.846,0.24499999999999744,0.007515106898561315,33.062,32.375,True
2017-07-27,32.179,-0.6669999999999945,-0.020306886683309825,33.071999999999996,32.213,False
2017-08-03,32.652,0.472999999999999,0.014699027315951364,32.768,32.080999999999996,True
2017-08-10,33.068000000000005,0.4160000000000039,0.012740414063457182,33.692,32.562,True
2017-08-17,32.989000000000004,-0.07900000000000063,-0.0023890165719124413,33.260999999999996,32.84,False
2017-08-24,33.068000000000005,0.07900000000000063,0.0023947376398193525,33.147,32.027,True
2017-08-31,33.196999999999996,0.12899999999999068,0.003901052376920003,33.316,32.87,True
2017-09-07,33.732,0.5350000000000037,0.01611591408862258,33.856,33.177,True
2017-09-14,34.733000000000004,1.0010000000000048,0.029675085971777683,35.426,33.494,True
2017-09-21,35.733000000000004,1.0,0.028791063253965965,35.882,34.693000000000005,True
2017-09-28,34.951,-0.7820000000000036,-0.021884532504967493,35.861999999999995,34.876,False
2017-10-05,35.555,0.6039999999999992,0.017281336728562822,35.912,34.900999999999996,True
2017-10-12,36.15,0.5949999999999989,0.01673463647869495,36.15,35.426,True
2017-10-19,35.565,-0.5850000000000009,-0.01618257261410791,36.15,35.426,False
2017-10-26,35.763000000000005,0.1980000000000075,0.005567271193589414,36.446999999999996,35.515,True
2017-11-02,34.951,-0.8120000000000047,-0.022705030338618253,35.887,33.796,False
2017-11-09,35.08,0.12899999999999778,0.003690881519842001,35.288000000000004,34.713,True
