Date,Open,Delta,FractionalIncrease,High,Low,Positive,StockScore,reuter_score,reuter_credibility,reuter_cumu,fool_score,fool_credibility,fool_cumu,invest_score,invest_credibility,invest_cumu,cnbc_score,cnbc_credibility,cnbc_cumu,market_score,market_credibility,market_cumu,ReuterCredit,FoolCredit,InvestCredit,CnbcCredit,MarketCredit
2016-12-01,778.55,-4.060000000000058,-0.005187769131495968,799.74,773.145,False,-0.026074112131526928,0.3780625,0.9869629439342366,0.9869629439342366,0.996175,0.9869629439342366,0.9869629439342366,0.9115666666666664,0.9869629439342366,0.9869629439342366,0.9700888888888888,0.9869629439342366,0.9869629439342366,0.97495,0.9869629439342366,0.9869629439342366,0.9738614712675357,0.9738614712675357,0.9763034984841027,0.9721675021082321,0.9763034984841027
2016-12-08,792.95,14.400000000000093,0.018495921906107625,792.0,753.36,True,0.09080017655589943,0.7759999999999999,0.9545999117220504,0.9707814278281436,0.995257142857143,0.9545999117220504,0.9707814278281436,0.8731249999999999,0.9545999117220504,0.9707814278281436,0.74556,0.9545999117220504,0.9707814278281436,0.3287333333333333,0.9545999117220504,0.9707814278281436,0.9495888346811471,0.9453226167031801,0.9310080255328333,0.9479276136122904,0.9477623324446816
2016-12-15,817.36,24.409999999999968,0.030783782079576227,824.3,787.905,True,0.14932220808456473,0.4688125,0.9253388959577176,0.9480601618929304,0.9883333333333332,0.9253388959577176,0.9480601618929304,0.9593,0.9253388959577176,0.9480601618929304,0.936577777777778,0.9253388959577176,0.9480601618929304,,,0.9707814278281436,0.9454881145971615,0.9459562454632644,0.9377074056458756,0.9360199658983238,0.9502551799627321
2016-12-22,809.1,-8.259999999999991,-0.010105706175981196,823.0,804.5,False,-0.05104437028797423,0.09397999999999997,0.9744778148560128,0.9612689883744716,0.9940399999999999,0.9744778148560128,0.9612689883744716,0.9829,0.9744778148560128,0.9612689883744716,0.95758,0.9744778148560128,0.9612689883744716,,,0.9707814278281436,0.9582408317722617,0.9532234590410698,0.9504601228209759,0.9589783174554315,0.959142858971999
2016-12-29,802.33,-6.769999999999982,-0.00836732171548632,816.0,802.44,False,-0.042189622723816766,0.6346833333333334,0.9789051886380916,0.9700870885062816,0.9927333333333332,0.9789051886380916,0.9700870885062816,0.95205,0.9789051886380916,0.9700870885062816,0.98572,0.9789051886380916,0.9700870885062816,0.9900333333333332,0.9789051886380916,0.9748433082331176,0.9686597929948462,0.9619188729771875,0.9574664473061867,0.9712977845540443,0.9691108065947147
2017-01-05,807.5,5.169999999999959,0.006443732628718805,813.43,789.62,True,0.03201238390092854,0.5204333333333333,0.9839938080495356,0.9770404482779088,0.9948857142857144,0.9839938080495356,0.9770404482779088,0.9635600000000001,0.9839938080495356,0.9770404482779088,0.9701200000000001,0.9839938080495356,0.9770404482779088,0.82705,0.9839938080495356,0.9794185581413266,0.9713403530219984,0.9701745462006317,0.9611433562130769,0.9716680541164968,0.9737705130093954
2017-01-12,828.38,20.879999999999995,0.02585758513931888,830.43,805.92,True,0.1260291170718752,0.97055,0.9369854414640624,0.9570129448709856,0.9758600000000002,0.9369854414640624,0.9570129448709856,0.8754200000000001,0.9369854414640624,0.9570129448709856,0.7074,0.9369854414640624,0.9570129448709856,0.5724499999999999,0.9369854414640624,0.9582019998026944,0.9519827493607107,0.9513998459500275,0.9502262659358256,0.9559129117143923,0.9543431745552928
2017-01-19,829.0,0.6200000000000045,0.0007484487795456246,834.65,821.01,True,0.0037394451145959257,0.4275714285714285,0.9981302774427021,0.9775716111568438,0.9640333333333332,0.9981302774427021,0.9775716111568438,0.981425,0.9981302774427021,0.9775716111568438,0.8516799999999999,0.9981302774427021,0.9775716111568438,0.95014,0.9981302774427021,0.9781661386226984,0.9588833480824599,0.9582490524022873,0.9577560191500829,0.96198321923348,0.9601981905520112
2017-01-26,859.05,30.049999999999947,0.03624849215922793,858.794,823.96,True,0.17490250858506462,0.36086666666666667,0.9125487457074676,0.9450601784321556,0.9802666666666668,0.9125487457074676,0.9450601784321556,0.96835,0.9125487457074676,0.9450601784321556,0.3172800000000001,0.9125487457074676,0.9450601784321556,0.5956199999999999,0.9125487457074676,0.945357442165083,0.9553380379417528,0.9546780461268356,0.9496281609689108,0.9580227634914422,0.9561300890487889
2017-02-02,815.0,-44.04999999999996,-0.05127757406437339,867.0,812.25,False,-0.2702453987730059,0.2404833333333333,0.8648773006134971,0.9049687395228264,0.9919,0.8648773006134971,0.9049687395228264,0.9880666666666666,0.8648773006134971,0.9049687395228264,0.5088900000000001,0.8648773006134971,0.9049687395228264,0.501175,0.8648773006134971,0.90511737138929,0.945884292881086,0.9455542969736275,0.9464236171582889,0.9479999037641099,0.9468529910350458
2017-02-09,831.73,16.730000000000018,0.020527607361963213,834.25,812.051,True,0.10057350342058127,0.4468625000000001,0.9497132482897094,0.927340993906268,0.986925,0.9497132482897094,0.927340993906268,0.9789,0.9497132482897094,0.927340993906268,0.9359499999999998,0.9497132482897094,0.927340993906268,0.3611666666666665,0.9497132482897094,0.9274153098394996,0.955977607089948,0.9569259837232474,0.9566414749771179,0.9602430423471804,0.9549482831087831
2017-02-16,838.5,6.769999999999982,0.008139660707200631,842.0,826.5,True,0.04036970781156817,0.6885500000000001,0.979815146094216,0.953578070000242,0.9965,0.979815146094216,0.953578070000242,0.92125,0.979815146094216,0.953578070000242,0.7004222222222222,0.979815146094216,0.953578070000242,0.9408666666666666,0.979815146094216,0.9536152279668578,0.9630859670244646,0.9638155313231866,0.9636304412783762,0.9656190795117073,0.962841032961544
2017-02-23,851.08,12.580000000000036,0.015002981514609468,853.79,837.26,True,0.07390609578418031,0.11538888888888885,0.9630469521079098,0.9583125110540758,0.9211,0.9630469521079098,0.9583125110540758,0.9386,0.9630469521079098,0.9583125110540758,0.6310749999999999,0.9630469521079098,0.9583125110540758,0.8754000000000001,0.9630469521079098,0.9583310900373838,0.940775254861672,0.9482960855252115,0.9482035405028062,0.9561826276102432,0.9482669744247436
2017-03-02,856.31,5.2299999999999045,0.0061451332424682795,858.0,841.442,True,0.03053800609592265,0.8814222222222221,0.9847309969520388,0.9715217540030572,0.98666,0.9847309969520388,0.9715217540030572,0.6047800000000001,0.9847309969520388,0.9715217540030572,0.9297625,0.9847309969520388,0.9715217540030572,0.7381666666666667,0.9847309969520388,0.9715310434947112,0.9542428686398331,0.9580032839716027,0.9526009304728336,0.9606360070706412,0.9584468665017223
2017-03-09,853.69,-2.6199999999998917,-0.0030596396164939,856.93,841.17,False,-0.015345148707375574,0.4308125,0.9923274256463124,0.9819245898246848,0.9975333333333332,0.9923274256463124,0.9819245898246848,0.9764,0.9923274256463124,0.9819245898246848,0.8626799999999999,0.9923274256463124,0.9819245898246848,0.9891166666666664,0.9923274256463124,0.9819292345705116,0.9619895850318034,0.9652056538988891,0.9625044771495043,0.9665220154484082,0.9658855832443022
2017-03-16,870.53,16.839999999999918,0.019726130094062152,869.88,852.67,True,0.09672268617968316,0.09276249999999997,0.9516386569101584,0.9667816233674216,0.994725,0.9516386569101584,0.9667816233674216,0.99372,0.9516386569101584,0.9667816233674216,0.65845,0.9516386569101584,0.9667816233674216,0.7819499999999999,0.9516386569101584,0.9667839457403352,0.9602405423998418,0.9641242467106101,0.9594758838580517,0.963275331983741,0.9644642113833166
2017-03-23,841.39,-29.139999999999986,-0.0334738607514962,874.42,847.0,False,-0.17316583272917424,0.46395,0.9134170836354129,0.9400993535014172,0.99695,0.9134170836354129,0.9400993535014172,0.9918,0.9134170836354129,0.9400993535014172,0.7969888888888891,0.9134170836354129,0.9400993535014172,0.708,0.9134170836354129,0.940100514687874,0.9478723958417172,0.9540679764325537,0.9517437950062746,0.9517141371384096,0.9542379587689072
2017-03-30,851.98,10.590000000000034,0.01258631550172932,851.585,824.3,True,0.062149346228784916,0.9569166666666664,0.9689253268856076,0.9545123401935124,0.98835,0.9689253268856076,0.9545123401935124,0.74102,0.9689253268856076,0.9545123401935124,0.7243200000000001,0.9689253268856076,0.9545123401935124,0.5090399999999999,0.9689253268856076,0.9545129207867408,0.9591882656269208,0.9632994339842341,0.9560749797545937,0.963946342411605,0.9633550631779576
