Date,Open,Delta,FractionalIncrease,High,Low,Positive,StockScore,reuter_score,reuter_credibility,reuter_cumu,fool_score,fool_credibility,fool_cumu,invest_score,invest_credibility,invest_cumu,cnbc_score,cnbc_credibility,cnbc_cumu,market_score,market_credibility,market_cumu
2016-11-17,149.47,9.330000000000013,0.06657628086199524,151.57,139.8,True,0.3121027630962739,,,,,,,,,,,,,,,
2016-11-25,151.54,2.069999999999993,0.013848932896233313,151.36,146.25,True,0.06829879899696427,,,,,,,,,,,,,,,
2016-12-01,157.28,5.740000000000008,0.03787778804276105,157.92,147.69,True,0.182477110885046,,,,,,,,,,,,,,,
2016-12-08,157.57,0.28999999999999204,0.0018438453713122585,160.64,154.42,True,0.009202259313320811,,,,,,,,,,,,,,,
2016-12-15,158.02,0.45000000000001705,0.002855873579996301,159.93,155.88,True,0.014238703961524397,,,,,,,,,,,,,,,
2016-12-22,159.52,1.5,0.009492469307682572,162.1,157.59,True,0.04701604814443329,,,,,,,,,,,,,,,
2016-12-29,160.05,0.5300000000000011,0.003322467402206627,162.06,158.41,True,0.016557325835676383,,,,,,,,,,,,,,,
2017-01-05,159.88,-0.17000000000001592,-0.00106216807247745,160.7,157.31,False,-0.005316487365524641,,,,,,,,,,,,,,,
2017-01-12,159.82,-0.060000000000002274,-0.00037528146109583614,161.09,158.64,False,-0.0018771117507196307,,,,,,,,,,,,,,,
2017-01-19,155.91,-3.9099999999999966,-0.024465023151044905,161.08,154.28,False,-0.12539285485215818,,,,,,,,,,,,,,,
2017-01-26,159.99,4.0800000000000125,0.026168943621320072,160.11,154.75,True,0.1275079692480784,,,,,,,,,,,,,,,
2017-02-02,160.64,0.6499999999999773,0.004062753922119989,162.01,158.16,True,0.020231573705178574,,,,,,,,,,,,,,,
2017-02-09,158.48,-2.1599999999999966,-0.013446215139442209,161.36,157.57,False,-0.06814740030287723,,,,,,,,,,,,,,,
2017-02-16,162.87,4.390000000000015,0.027700656234225237,162.98,157.72,True,0.13477006201264857,,,,,,,,,,,,,,,
2017-02-23,159.46,-3.4099999999999966,-0.02093694357463005,163.06,154.68,False,-0.10692336636146983,,,,,,,,,,,,,,,
